,#Gc,logAge,[M/H],m_ini,logL,logTe,logg,m-M0,Av,m2/m1,mbol,TESS,J,H,Ks,Mact
2799,1,9.73,-0.33,0.73692,-0.6,3.696,4.634,15.2,0.038,0.0,21.469,20.887,20.108,19.611,19.539,0.737
2800,1,9.73,-0.31,0.25495,-1.97,3.571,5.043,8.6,0.028,0.0,18.295,17.814,16.559,15.999,15.807,0.255
2801,1,9.73,-0.31,0.17958,-2.325,3.539,5.121,10.3,0.036,0.0,20.883,20.502,19.093,18.537,18.304,0.18
2802,1,9.73,-0.31,0.27517,-1.909,3.574,5.03,10.6,0.037,0.0,20.142,19.655,18.414,17.853,17.667,0.275
2803,1,9.73,-0.31,0.2556,-1.968,3.571,5.043,10.9,0.037,0.0,20.59,20.114,18.857,18.296,18.103,0.256
2804,1,9.73,-0.31,0.69028,-0.755,3.673,4.668,11.7,0.038,0.0,18.357,17.786,16.919,16.35,16.266,0.69
2805,1,9.73,-0.31,0.8133,-0.372,3.729,4.583,11.9,0.038,0.0,17.599,17.025,16.363,15.96,15.904,0.813
2806,1,9.73,-0.31,0.60906,-1.0,3.643,4.741,13.7,0.038,0.0,20.971,20.427,19.451,18.81,18.706,0.609
2807,1,9.73,-0.29,0.44957,-1.443,3.602,4.888,9.9,0.034,0.0,18.277,17.749,16.635,16.013,15.872,0.45
2808,1,9.73,-0.29,0.24922,-1.991,3.568,5.045,11.0,0.037,0.0,20.748,20.282,19.01,18.449,18.252,0.249
2809,1,9.73,-0.29,0.39839,-1.57,3.593,4.925,11.4,0.038,0.0,20.094,19.58,18.42,17.822,17.666,0.398
2810,1,9.73,-0.29,1.16317,0.678,3.77,3.85,11.8,0.038,0.0,14.875,14.352,13.814,13.51,13.469,1.163
2811,1,9.73,-0.29,0.56486,-1.129,3.63,4.783,11.9,0.038,0.0,19.492,18.958,17.935,17.279,17.164,0.565
2812,1,9.73,-0.29,1.02606,0.249,3.795,4.326,12.9,0.038,0.0,17.048,16.574,16.108,15.856,15.824,1.026
2813,1,9.73,-0.29,0.66876,-0.826,3.663,4.688,13.3,0.038,0.0,20.136,19.574,18.672,18.075,17.986,0.669
2814,1,9.73,-0.27,0.45628,-1.429,3.602,4.882,10.8,0.037,0.0,19.142,18.618,17.501,16.876,16.736,0.456
2815,1,9.73,-0.27,0.1918,-2.242,3.548,5.103,11.0,0.037,0.0,21.376,20.972,19.605,19.048,18.817,0.192
2816,1,9.73,-0.27,0.92871,-0.069,3.764,4.477,11.2,0.037,0.0,16.141,15.608,15.054,14.736,14.695,0.929
2817,1,9.73,-0.27,0.34111,-1.737,3.583,4.987,11.9,0.038,0.0,21.012,20.513,19.308,18.73,18.559,0.341
2818,1,9.73,-0.27,0.58108,-1.09,3.632,4.768,12.0,0.038,0.0,19.494,18.959,17.945,17.291,17.178,0.581
2819,1,9.73,-0.27,0.55043,-1.173,3.625,4.796,12.3,0.038,0.0,20.002,19.472,18.431,17.771,17.651,0.55
2820,1,9.73,-0.27,0.72418,-0.664,3.684,4.644,13.0,0.038,0.0,19.429,18.85,18.027,17.494,17.417,0.724
2821,1,9.73,-0.27,1.00366,0.141,3.785,4.386,13.1,0.038,0.0,17.517,17.022,16.53,16.257,16.223,1.004
2822,1,9.73,-0.27,0.57856,-1.097,3.632,4.77,13.5,0.038,0.0,21.012,20.477,19.46,18.806,18.692,0.579
2823,1,9.73,-0.25,0.27247,-1.927,3.57,5.028,10.8,0.037,0.0,20.388,19.919,18.65,18.087,17.895,0.272
2824,1,9.73,-0.25,0.70187,-0.741,3.672,4.659,11.2,0.037,0.0,17.822,17.251,16.382,15.81,15.726,0.702
2825,1,9.73,-0.25,0.42965,-1.499,3.596,4.901,12.0,0.038,0.0,20.518,20.002,18.854,18.242,18.094,0.43
2826,1,9.73,-0.25,0.502,-1.313,3.611,4.843,13.4,0.038,0.0,21.452,20.927,19.838,19.197,19.066,0.502
2827,1,9.73,-0.25,0.86098,-0.263,3.741,4.545,13.5,0.038,0.0,18.927,18.361,17.736,17.362,17.312,0.861
2828,1,9.73,-0.25,1.10638,0.41,3.794,4.194,14.0,0.038,0.0,17.745,17.265,16.798,16.546,16.514,1.106
2829,1,9.73,-0.23,0.221,-2.109,3.558,5.071,10.8,0.037,0.0,20.843,20.411,19.085,18.526,18.311,0.221
2830,1,9.73,-0.23,0.32972,-1.772,3.579,4.991,11.1,0.037,0.0,20.301,19.812,18.58,18.009,17.832,0.33
2831,1,9.73,-0.23,0.30588,-1.833,3.575,5.003,11.2,0.037,0.0,20.552,20.07,18.82,18.255,18.072,0.306
2832,1,9.73,-0.23,0.2433,-2.024,3.564,5.048,11.6,0.038,0.0,21.43,20.983,19.68,19.119,18.914,0.243
2833,1,9.73,-0.23,0.91706,-0.118,3.757,4.492,11.7,0.038,0.0,16.765,16.217,15.643,15.308,15.264,0.917
2834,1,9.73,-0.23,0.34477,-1.734,3.582,4.982,11.8,0.038,0.0,20.906,20.413,19.192,18.616,18.443,0.345
2835,1,9.73,-0.23,1.0585,0.278,3.793,4.305,12.1,0.038,0.0,16.176,15.694,15.226,14.972,14.94,1.059
2836,1,9.73,-0.23,0.88432,-0.207,3.747,4.524,13.0,0.038,0.0,18.286,17.725,17.119,16.761,16.713,0.884
2837,1,9.73,-0.23,0.9739,0.032,3.773,4.433,13.2,0.038,0.0,17.89,17.368,16.841,16.544,16.506,0.974
2838,1,9.73,-0.23,0.9627,0.003,3.77,4.445,13.4,0.038,0.0,18.163,17.636,17.1,16.796,16.757,0.963
2839,1,9.73,-0.23,0.61967,-0.991,3.642,4.734,14.1,0.038,0.0,21.348,20.806,19.822,19.176,19.072,0.62
2840,1,9.73,-0.21,0.25404,-1.99,3.565,5.037,8.7,0.028,0.0,18.445,17.99,16.691,16.131,15.929,0.254
2841,1,9.73,-0.21,0.10901,-2.924,3.473,5.237,9.0,0.03,0.0,21.08,20.918,19.111,18.565,18.318,0.109
2842,1,9.73,-0.21,0.90948,-0.147,3.753,4.501,11.0,0.037,0.0,16.136,15.581,14.995,14.651,14.606,0.909
2843,1,9.73,-0.21,0.34633,-1.734,3.581,4.98,11.9,0.038,0.0,21.004,20.514,19.286,18.711,18.537,0.346
2844,1,9.73,-0.21,0.45243,-1.45,3.598,4.883,12.2,0.038,0.0,20.596,20.08,18.938,18.315,18.173,0.452
2845,1,9.73,-0.19,0.3731,-1.661,3.584,4.951,11.0,0.037,0.0,19.922,19.43,18.21,17.627,17.459,0.373
2846,1,9.73,-0.19,0.53484,-1.236,3.616,4.812,11.3,0.037,0.0,19.159,18.636,17.558,16.903,16.778,0.535
2847,1,9.73,-0.19,0.3096,-1.83,3.574,4.999,11.8,0.038,0.0,21.146,20.672,19.407,18.842,18.657,0.31
2848,1,9.73,-0.19,0.31581,-1.815,3.575,4.996,12.0,0.038,0.0,21.307,20.829,19.569,19.003,18.82,0.316
2849,1,9.73,-0.19,0.49494,-1.344,3.606,4.849,12.3,0.038,0.0,20.431,19.912,18.799,18.159,18.025,0.495
2850,1,9.73,-0.19,0.47076,-1.407,3.601,4.869,12.9,0.038,0.0,21.187,20.67,19.539,18.907,18.768,0.471
2851,1,9.73,-0.19,0.95002,-0.046,3.763,4.46,13.1,0.038,0.0,17.984,17.444,16.888,16.569,16.527,0.95
2852,1,9.73,-0.17,0.30034,-1.857,3.571,5.002,8.9,0.03,0.0,18.314,17.844,16.567,16.003,15.813,0.3
2853,1,9.73,-0.17,0.35418,-1.719,3.58,4.971,10.3,0.036,0.0,19.367,18.882,17.641,17.066,16.892,0.354
2854,1,9.73,-0.17,0.4816,-1.383,3.602,4.859,10.5,0.036,0.0,18.727,18.211,17.081,16.445,16.309,0.482
2855,1,9.73,-0.17,0.40199,-1.581,3.587,4.917,10.9,0.037,0.0,19.623,19.129,17.919,17.327,17.165,0.402
2856,1,9.73,-0.17,0.51454,-1.296,3.61,4.831,11.9,0.038,0.0,19.91,19.391,18.288,17.641,17.511,0.515
2857,1,9.73,-0.17,0.71542,-0.728,3.671,4.652,12.6,0.038,0.0,19.19,18.617,17.745,17.172,17.088,0.715
2858,1,9.73,-0.17,0.78332,-0.522,3.701,4.606,14.4,0.038,0.0,20.476,19.887,19.128,18.649,18.581,0.783
2859,1,9.73,-0.15,0.65963,-0.899,3.65,4.7,11.3,0.037,0.0,18.317,17.767,16.81,16.172,16.075,0.66
2860,1,9.73,-0.15,0.32028,-1.81,3.573,4.992,12.0,0.038,0.0,21.295,20.826,19.551,18.985,18.8,0.32
2861,1,9.73,-0.15,0.50025,-1.339,3.605,4.844,12.0,0.038,0.0,20.118,19.603,18.481,17.838,17.705,0.5
2862,1,9.73,-0.15,0.7146,-0.738,3.669,4.653,12.3,0.038,0.0,18.914,18.343,17.463,16.883,16.799,0.715
2863,1,9.73,-0.15,0.48311,-1.383,3.602,4.858,12.4,0.038,0.0,20.628,20.114,18.979,18.342,18.205,0.483
2864,1,9.73,-0.15,0.7369,-0.669,3.679,4.638,12.6,0.038,0.0,19.043,18.464,17.622,17.074,16.994,0.737
2865,1,9.73,-0.15,0.51938,-1.287,3.61,4.827,12.6,0.038,0.0,20.588,20.07,18.966,18.316,18.187,0.519
2866,1,9.73,-0.15,0.50366,-1.33,3.606,4.841,12.7,0.038,0.0,20.795,20.279,19.161,18.517,18.384,0.504
2867,1,9.73,-0.15,0.73149,-0.686,3.677,4.642,13.4,0.038,0.0,19.885,19.306,18.456,17.9,17.819,0.731
2868,1,9.73,-0.13,0.2776,-1.933,3.564,5.017,10.9,0.037,0.0,20.502,20.059,18.744,18.181,17.979,0.278
2869,1,9.73,-0.13,0.46891,-1.423,3.598,4.869,11.0,0.037,0.0,19.329,18.821,17.663,17.035,16.893,0.469
2870,1,9.73,-0.13,0.37392,-1.669,3.58,4.947,11.2,0.037,0.0,20.142,19.661,18.413,17.835,17.663,0.374
2871,1,9.73,-0.13,0.55773,-1.188,3.618,4.792,11.8,0.038,0.0,19.541,19.02,17.945,17.282,17.16,0.558
2872,1,9.73,-0.13,0.73885,-0.671,3.678,4.637,12.1,0.038,0.0,18.547,17.967,17.122,16.571,16.491,0.739
2873,1,9.73,-0.13,0.461,-1.444,3.596,4.875,12.5,0.038,0.0,20.879,20.374,19.207,18.584,18.439,0.461
2874,1,9.73,-0.13,0.7771,-0.556,3.695,4.611,13.1,0.038,0.0,19.26,18.672,17.889,17.391,17.32,0.777
2875,1,9.73,-0.11,0.20292,-2.198,3.547,5.078,10.6,0.037,0.0,20.865,20.473,19.078,18.525,18.294,0.203
2876,1,9.73,-0.11,0.31446,-1.832,3.57,4.992,11.1,0.037,0.0,20.45,19.993,18.697,18.132,17.94,0.314
2877,1,9.73,-0.11,0.91404,-0.171,3.746,4.499,11.7,0.038,0.0,16.898,16.329,15.722,15.363,15.315,0.914
2878,1,9.73,-0.11,0.81612,-0.45,3.71,4.584,12.3,0.038,0.0,18.195,17.605,16.875,16.42,16.355,0.816
2879,1,9.73,-0.11,1.11804,0.352,3.786,4.225,12.7,0.038,0.0,16.59,16.084,15.598,15.333,15.298,1.118
2880,1,9.73,-0.11,1.05357,0.211,3.783,4.326,13.1,0.038,0.0,17.344,16.831,16.334,16.061,16.025,1.054
2881,1,9.73,-0.09,0.18318,-2.332,3.531,5.103,8.5,0.027,0.0,19.101,18.747,17.267,16.726,16.492,0.183
2882,1,9.73,-0.09,0.30935,-1.848,3.568,4.993,11.0,0.037,0.0,20.391,19.942,18.634,18.069,17.874,0.309
2883,1,9.73,-0.09,0.78025,-0.562,3.693,4.609,12.2,0.038,0.0,18.375,17.786,16.995,16.489,16.417,0.78
2884,1,9.73,-0.09,0.99253,0.042,3.767,4.408,12.3,0.038,0.0,16.965,16.424,15.883,15.575,15.535,0.993
2885,1,9.73,-0.09,0.5612,-1.189,3.617,4.789,12.6,0.038,0.0,20.343,19.826,18.741,18.076,17.954,0.561
2886,1,9.73,-0.09,0.57961,-1.141,3.621,4.773,13.0,0.038,0.0,20.621,20.101,19.034,18.364,18.246,0.58
2887,1,9.73,-0.09,0.47315,-1.421,3.596,4.865,13.1,0.038,0.0,21.421,20.919,19.748,19.12,18.978,0.473
2888,1,9.73,-0.09,0.68131,-0.856,3.652,4.682,13.2,0.038,0.0,20.11,19.558,18.609,17.976,17.882,0.681
2889,1,9.73,-0.09,0.83322,-0.408,3.715,4.572,13.5,0.038,0.0,19.29,18.7,17.989,17.549,17.487,0.833
2890,1,9.73,-0.09,1.01153,0.095,3.772,4.383,13.8,0.038,0.0,18.332,17.799,17.272,16.976,16.937,1.012
2891,1,9.73,-0.07,0.50055,-1.356,3.601,4.843,11.7,0.038,0.0,19.86,19.352,18.204,17.559,17.425,0.501
2892,1,9.73,-0.07,0.35872,-1.723,3.575,4.96,11.8,0.038,0.0,20.877,20.41,19.124,18.556,18.376,0.359
2893,1,9.73,-0.07,0.42281,-1.546,3.585,4.898,12.4,0.038,0.0,21.035,20.553,19.317,18.722,18.561,0.423
2894,1,9.73,-0.07,0.65778,-0.929,3.643,4.704,12.6,0.038,0.0,19.692,19.15,18.165,17.515,17.415,0.658
2895,1,9.73,-0.07,0.60093,-1.089,3.626,4.755,12.9,0.038,0.0,20.393,19.87,18.819,18.143,18.029,0.601
2896,1,9.73,-0.07,1.08625,0.278,3.78,4.261,14.1,0.038,0.0,18.174,17.653,17.149,16.872,16.835,1.086
2897,1,9.73,-0.05,0.29721,-1.888,3.563,4.998,10.0,0.035,0.0,19.489,19.055,17.722,17.159,16.956,0.297
2898,1,9.73,-0.05,0.37411,-1.682,3.576,4.943,12.2,0.038,0.0,21.175,20.709,19.422,18.852,18.675,0.374
2899,1,9.73,-0.05,0.87476,-0.307,3.727,4.541,13.2,0.038,0.0,18.736,18.148,17.48,17.076,17.019,0.875
2900,1,9.73,-0.05,0.91943,-0.177,3.743,4.495,13.4,0.038,0.0,18.613,18.038,17.421,17.055,17.006,0.919
2901,1,9.73,-0.05,0.54085,-1.253,3.609,4.808,13.6,0.038,0.0,21.503,20.992,19.875,19.215,19.089,0.541
2902,1,9.73,-0.03,0.19688,-2.245,3.539,5.08,10.7,0.037,0.0,21.082,20.715,19.267,18.721,18.489,0.197
2903,1,9.73,-0.03,0.21721,-2.157,3.546,5.062,10.9,0.037,0.0,21.063,20.68,19.266,18.714,18.484,0.217
2904,1,9.73,-0.03,0.43674,-1.521,3.586,4.888,11.7,0.038,0.0,20.272,19.792,18.551,17.953,17.793,0.437
2905,1,9.73,-0.03,0.76779,-0.62,3.682,4.618,12.1,0.038,0.0,18.42,17.835,17.004,16.465,16.388,0.768
2906,1,9.73,-0.03,0.89139,-0.268,3.732,4.528,13.5,0.038,0.0,18.94,18.355,17.701,17.308,17.254,0.891
2907,1,9.73,-0.03,0.78965,-0.557,3.691,4.603,13.6,0.038,0.0,19.762,19.172,18.375,17.865,17.792,0.79
2908,1,9.73,-0.01,0.49418,-1.384,3.596,4.847,9.9,0.034,0.0,18.13,17.633,16.451,15.815,15.676,0.494
2909,1,9.73,-0.01,0.67867,-0.89,3.645,4.686,11.5,0.038,0.0,18.494,17.95,16.971,16.322,16.224,0.679
2910,1,9.73,-0.01,0.32921,-1.811,3.566,4.978,12.0,0.038,0.0,21.298,20.859,19.531,18.965,18.77,0.329
2911,1,9.73,-0.01,0.4275,-1.546,3.583,4.893,12.2,0.038,0.0,20.835,20.362,19.101,18.51,18.347,0.428
2912,1,9.73,-0.01,1.05712,0.234,3.775,4.272,13.4,0.038,0.0,17.585,17.049,16.531,16.244,16.205,1.057
2913,1,9.73,-0.01,1.04781,0.207,3.774,4.293,13.6,0.038,0.0,17.852,17.315,16.796,16.507,16.468,1.048
2914,1,9.73,0.01,0.2969,-1.885,3.56,4.981,9.9,0.034,0.0,19.383,18.963,17.606,17.044,16.835,0.297
2915,1,9.73,0.01,0.88574,-0.299,3.726,4.533,11.6,0.038,0.0,17.118,16.525,15.853,15.446,15.389,0.886
2916,1,9.73,0.01,0.83987,-0.43,3.707,4.566,14.4,0.038,0.0,20.246,19.651,18.911,18.45,18.385,0.84
2917,1,9.73,0.03,0.50517,-1.361,3.597,4.836,12.4,0.038,0.0,20.572,20.08,18.894,18.251,18.113,0.505
2918,1,9.73,0.03,1.02802,0.103,3.767,4.361,12.5,0.038,0.0,17.014,16.463,15.923,15.619,15.578,1.028
2919,1,9.73,0.03,0.55198,-1.239,3.608,4.797,13.6,0.038,0.0,21.467,20.964,19.829,19.165,19.039,0.552
2920,1,9.73,0.05,1.05953,0.184,3.771,4.31,11.1,0.037,0.0,15.409,14.863,14.337,14.044,14.004,1.06
2921,1,9.73,0.05,0.37209,-1.692,3.571,4.931,11.3,0.037,0.0,20.3,19.857,18.53,17.961,17.776,0.372
2922,1,9.73,0.05,0.63284,-1.026,3.629,4.727,13.5,0.038,0.0,20.836,20.313,19.265,18.589,18.479,0.633
2923,1,9.73,0.07,1.05158,0.157,3.769,4.323,11.2,0.037,0.0,15.577,15.026,14.493,14.195,14.154,1.052
2924,1,9.73,0.07,0.68385,-0.889,3.643,4.681,12.0,0.038,0.0,18.994,18.452,17.461,16.809,16.709,0.684
2925,1,9.73,0.07,0.67517,-0.913,3.641,4.689,12.4,0.038,0.0,19.452,18.914,17.912,17.256,17.154,0.675
2926,1,9.73,0.07,1.16311,0.498,3.774,4.046,13.8,0.038,0.0,17.324,16.78,16.262,15.979,15.939,1.163
2927,1,9.73,0.09,0.50455,-1.368,3.595,4.834,11.4,0.038,0.0,19.589,19.11,17.896,17.256,17.116,0.505
2928,1,9.73,0.11,0.3565,-1.742,3.566,4.942,11.9,0.038,0.0,21.025,20.598,19.248,18.679,18.485,0.356
2929,1,9.73,0.13,0.83593,-0.473,3.697,4.566,12.0,0.038,0.0,17.952,17.351,16.576,16.091,16.02,0.836
2930,1,9.73,0.13,0.58052,-1.165,3.615,4.772,12.2,0.038,0.0,19.884,19.382,18.26,17.586,17.465,0.581
2931,1,9.73,0.13,0.89785,-0.299,3.721,4.52,14.0,0.038,0.0,19.517,18.916,18.228,17.814,17.754,0.898
2932,1,9.73,0.15,1.12578,0.336,3.77,4.181,13.6,0.038,0.0,17.53,16.974,16.448,16.16,16.119,1.126
2933,1,9.73,0.17,0.17484,-2.424,3.511,5.096,10.1,0.035,0.0,20.929,20.645,19.043,18.516,18.273,0.175
2934,1,9.73,0.17,0.27791,-1.973,3.548,4.994,10.5,0.036,0.0,20.202,19.816,18.407,17.853,17.623,0.278
2935,1,9.73,0.17,0.29596,-1.917,3.552,4.981,11.0,0.037,0.0,20.563,20.168,18.775,18.216,17.992,0.296
2936,1,9.73,0.19,0.64258,-1.022,3.626,4.718,12.9,0.038,0.0,20.225,19.711,18.637,17.956,17.844,0.643
2937,1,9.73,0.23,0.77039,-0.675,3.666,4.611,12.1,0.038,0.0,18.558,17.979,17.082,16.503,16.415,0.77
2938,1,9.73,0.27,0.54865,-1.266,3.601,4.794,12.1,0.038,0.0,20.035,19.567,18.354,17.678,17.55,0.549
2939,1,9.73,0.27,0.6728,-0.942,3.634,4.692,12.4,0.038,0.0,19.526,19.0,17.957,17.293,17.186,0.673
2940,1,9.75,-0.65,0.45724,-1.339,3.629,4.899,12.9,0.038,0.0,21.017,20.469,19.467,18.846,18.718,0.457
2941,1,9.75,-0.59,0.773,-0.384,3.735,4.596,12.2,0.038,0.0,17.931,17.376,16.729,16.338,16.284,0.773
2942,1,9.75,-0.59,0.59717,-0.949,3.658,4.742,13.7,0.038,0.0,20.843,20.288,19.373,18.771,18.675,0.597
2943,1,9.75,-0.57,0.44071,-1.4,3.62,4.909,12.1,0.038,0.0,20.371,19.827,18.795,18.173,18.039,0.441
2944,1,9.75,-0.57,0.57912,-1.009,3.652,4.763,12.9,0.038,0.0,20.194,19.643,18.704,18.085,17.985,0.579
2945,1,9.75,-0.55,0.3795,-1.555,3.61,4.957,12.5,0.038,0.0,21.158,20.613,19.55,18.947,18.802,0.38
2946,1,9.75,-0.53,0.29767,-1.772,3.596,5.016,10.6,0.037,0.0,19.801,19.261,18.153,17.571,17.412,0.298
2947,1,9.75,-0.53,1.04147,0.389,3.811,4.256,12.5,0.038,0.0,16.298,15.88,15.452,15.226,15.199,1.041
2948,1,9.75,-0.53,0.90872,-0.003,3.78,4.467,13.5,0.038,0.0,18.278,17.792,17.28,16.99,16.955,0.909
2949,1,9.75,-0.51,0.28445,-1.821,3.592,5.027,10.4,0.036,0.0,19.723,19.191,18.062,17.485,17.321,0.284
2950,1,9.75,-0.51,0.96816,0.157,3.795,4.395,11.6,0.038,0.0,15.977,15.522,15.053,14.794,14.764,0.968
2951,1,9.75,-0.51,0.46146,-1.361,3.619,4.887,12.6,0.038,0.0,20.773,20.232,19.194,18.567,18.434,0.461
2952,1,9.75,-0.51,0.36807,-1.597,3.605,4.966,12.7,0.038,0.0,21.463,20.919,19.84,19.242,19.094,0.368
2953,1,9.75,-0.49,0.69006,-0.686,3.689,4.664,8.5,0.027,0.0,14.984,14.403,13.602,13.084,13.009,0.69
2954,1,9.75,-0.49,0.64858,-0.816,3.672,4.7,8.6,0.028,0.0,15.41,14.838,13.974,13.405,13.32,0.649
2955,1,9.75,-0.49,0.85553,-0.175,3.76,4.531,12.7,0.038,0.0,17.907,17.381,16.811,16.478,16.436,0.856
2956,1,9.75,-0.49,0.86491,-0.147,3.763,4.521,13.6,0.038,0.0,18.738,18.218,17.657,17.331,17.29,0.865
2957,1,9.75,-0.49,0.68251,-0.709,3.686,4.67,13.8,0.038,0.0,20.342,19.769,18.953,18.424,18.347,0.683
2958,1,9.75,-0.47,0.26819,-1.886,3.585,5.04,11.4,0.038,0.0,20.885,20.367,19.203,18.633,18.459,0.268
2959,1,9.75,-0.47,0.36373,-1.623,3.601,4.971,12.5,0.038,0.0,21.326,20.785,19.69,19.095,18.944,0.364
2960,1,9.75,-0.47,1.03159,0.345,3.806,4.276,13.8,0.038,0.0,17.707,17.273,16.833,16.599,16.57,1.032
2961,1,9.75,-0.45,0.29849,-1.799,3.589,5.015,11.4,0.038,0.0,20.668,20.145,18.996,18.419,18.252,0.298
2962,1,9.75,-0.45,0.8349,-0.249,3.75,4.554,12.9,0.038,0.0,18.293,17.748,17.149,16.794,16.748,0.835
2963,1,9.75,-0.45,0.93824,0.052,3.783,4.438,14.3,0.038,0.0,18.94,18.455,17.954,17.672,17.638,0.938
2964,1,9.75,-0.43,0.34625,-1.684,3.595,4.987,10.2,0.035,0.0,19.181,18.649,17.523,16.937,16.778,0.346
2965,1,9.75,-0.43,1.06039,0.425,3.798,4.174,12.4,0.038,0.0,16.106,15.649,15.188,14.938,14.908,1.06
2966,1,9.75,-0.43,0.74552,-0.531,3.709,4.625,12.6,0.038,0.0,18.698,18.12,17.389,16.93,16.865,0.746
2967,1,9.75,-0.41,0.24847,-1.968,3.576,5.052,10.0,0.035,0.0,19.69,19.19,17.975,17.415,17.23,0.248
2968,1,9.75,-0.41,0.2178,-2.087,3.569,5.085,11.0,0.037,0.0,20.986,20.509,19.259,18.701,18.503,0.218
2969,1,9.75,-0.41,0.84438,-0.231,3.751,4.545,11.5,0.038,0.0,16.848,16.302,15.707,15.356,15.31,0.844
2970,1,9.75,-0.41,0.35738,-1.662,3.595,4.978,12.2,0.038,0.0,21.125,20.596,19.466,18.877,18.719,0.357
2971,1,9.75,-0.41,0.39258,-1.563,3.6,4.939,12.3,0.038,0.0,20.976,20.442,19.333,18.731,18.582,0.393
2972,1,9.75,-0.41,0.53825,-1.172,3.63,4.807,12.4,0.038,0.0,20.099,19.561,18.547,17.901,17.783,0.538
2973,1,9.75,-0.41,0.44629,-1.426,3.609,4.894,12.9,0.038,0.0,21.235,20.699,19.619,18.999,18.86,0.446
2974,1,9.75,-0.41,0.6196,-0.934,3.654,4.727,13.1,0.038,0.0,20.206,19.654,18.72,18.1,18.003,0.62
2975,1,9.75,-0.39,0.36307,-1.653,3.594,4.972,11.5,0.038,0.0,20.403,19.877,18.739,18.15,17.992,0.363
2976,1,9.75,-0.39,0.33941,-1.717,3.59,4.993,12.0,0.038,0.0,21.063,20.543,19.39,18.808,18.643,0.339
2977,1,9.75,-0.39,0.39871,-1.551,3.599,4.93,12.4,0.038,0.0,21.047,20.515,19.399,18.796,18.647,0.399
2978,1,9.75,-0.39,0.45608,-1.405,3.609,4.885,12.5,0.038,0.0,20.783,20.249,19.168,18.545,18.407,0.456
2979,1,9.75,-0.39,0.55689,-1.124,3.634,4.788,13.3,0.038,0.0,20.88,20.34,19.337,18.691,18.577,0.557
2980,1,9.75,-0.39,1.13159,0.943,3.7,3.293,14.0,0.038,0.0,16.413,15.835,15.066,14.582,14.513,1.132
2981,1,9.75,-0.37,0.527,-1.214,3.625,4.818,10.3,0.036,0.0,18.105,17.57,16.537,15.886,15.763,0.527
2982,1,9.75,-0.37,0.26822,-1.919,3.577,5.038,11.5,0.038,0.0,21.067,20.571,19.351,18.789,18.605,0.268
2983,1,9.75,-0.37,0.33929,-1.724,3.589,4.993,11.8,0.038,0.0,20.88,20.363,19.2,18.619,18.453,0.339
2984,1,9.75,-0.37,0.4086,-1.528,3.599,4.92,12.3,0.038,0.0,20.891,20.361,19.244,18.637,18.489,0.409
2985,1,9.75,-0.37,0.57731,-1.073,3.638,4.768,12.4,0.038,0.0,19.852,19.311,18.319,17.675,17.566,0.577
2986,1,9.75,-0.37,0.36732,-1.646,3.593,4.966,12.5,0.038,0.0,21.385,20.863,19.717,19.128,18.968,0.367
2987,1,9.75,-0.37,0.40574,-1.536,3.599,4.922,12.6,0.038,0.0,21.209,20.68,19.56,18.954,18.806,0.406
2988,1,9.75,-0.37,1.13169,0.628,3.738,3.761,13.9,0.038,0.0,17.1,16.54,15.903,15.521,15.47,1.132
2989,1,9.75,-0.35,0.17351,-2.364,3.536,5.13,6.1,0.012,0.0,16.78,16.392,14.977,14.423,14.19,0.174
2990,1,9.75,-0.35,0.32723,-1.758,3.586,4.999,11.9,0.038,0.0,21.064,20.554,19.374,18.797,18.627,0.327
2991,1,9.75,-0.35,0.47008,-1.376,3.61,4.871,12.0,0.038,0.0,20.21,19.679,18.596,17.967,17.831,0.47
2992,1,9.75,-0.35,0.46804,-1.381,3.609,4.873,12.1,0.038,0.0,20.324,19.793,18.708,18.08,17.944,0.468
2993,1,9.75,-0.35,0.44338,-1.446,3.604,4.894,12.3,0.038,0.0,20.685,20.155,19.053,18.434,18.293,0.443
2994,1,9.75,-0.35,0.43569,-1.465,3.603,4.899,12.8,0.038,0.0,21.233,20.703,19.597,18.98,18.837,0.436
2995,1,9.75,-0.35,1.01884,0.293,3.799,4.297,13.0,0.038,0.0,17.039,16.579,16.124,15.88,15.85,1.019
2996,1,9.75,-0.35,0.8606,-0.206,3.752,4.532,13.5,0.038,0.0,18.785,18.237,17.646,17.298,17.252,0.861
2997,1,9.75,-0.33,0.24759,-1.99,3.57,5.049,10.8,0.037,0.0,20.545,20.069,18.813,18.253,18.059,0.248
2998,1,9.75,-0.33,0.19438,-2.213,3.554,5.102,11.1,0.037,0.0,21.403,20.979,19.647,19.089,18.865,0.194
2999,1,9.75,-0.33,0.36569,-1.658,3.59,4.966,11.3,0.037,0.0,20.214,19.699,18.536,17.948,17.786,0.366
3000,1,9.75,-0.33,0.57639,-1.086,3.635,4.77,12.4,0.038,0.0,19.884,19.346,18.343,17.695,17.584,0.576
3001,1,9.75,-0.33,0.7975,-0.406,3.725,4.592,12.5,0.038,0.0,18.284,17.707,17.031,16.617,16.56,0.797
3002,1,9.75,-0.33,0.52628,-1.226,3.622,4.819,12.7,0.038,0.0,20.534,20.002,18.957,18.306,18.182,0.526
3003,1,9.75,-0.33,0.45652,-1.416,3.606,4.883,12.9,0.038,0.0,21.21,20.681,19.582,18.958,18.819,0.457
