0.000000,0.000000
0.010000,0.000000
0.017460,0.000000
0.020000,0.145944
0.030000,0.720457
0.040000,1.294970
0.050000,1.869484
0.060000,2.443997
0.070000,3.018510
0.080000,3.593023
0.090000,4.167537
0.100000,4.742050
0.100000,4.742050
0.110000,4.760247
0.120000,4.777116
0.130000,4.793542
0.140000,4.810411
0.150000,4.828608
0.160000,4.849020
0.170000,4.872532
0.180000,4.899982
0.190000,4.931079
0.200000,4.964408
0.210000,4.998506
0.220000,5.031906
0.230000,5.063164
0.240000,5.091246
0.250000,5.115538
0.260000,5.135439
0.270000,5.150352
0.280000,5.159705
0.290000,5.163535
0.300000,5.162491
0.310000,5.157247
0.320000,5.148479
0.330000,5.136886
0.340000,5.123758
0.350000,5.110976
0.360000,5.100446
0.370000,5.094071
0.380000,5.093695
0.390000,5.099681
0.400000,5.110914
0.410000,5.126216
0.420000,5.144408
0.430000,5.164313
0.440000,5.184749
0.450000,5.204537
0.460000,5.222497
0.470000,5.237446
0.480000,5.248254
0.490000,5.254952
0.500000,5.258725
0.510000,5.260812
0.520000,5.262451
0.530000,5.264851
0.540000,5.268522
0.550000,5.273283
0.560000,5.278920
0.570000,5.285220
0.580000,5.291964
0.590000,5.298830
0.600000,5.305386
0.610000,5.311198
0.620000,5.315831
0.630000,5.318878
0.640000,5.320569
0.650000,5.321771
0.660000,5.323377
0.670000,5.326281
0.680000,5.331345
0.690000,5.338651
0.700000,5.347503
0.710000,5.357170
0.720000,5.366925
0.730000,5.376045
0.740000,5.383996
0.750000,5.390432
0.760000,5.395015
0.770000,5.397405
0.780000,5.397287
0.790000,5.394869
0.800000,5.390885
0.810000,5.386090
0.820000,5.381241
0.830000,5.377077
0.840000,5.374013
0.850000,5.372135
0.860000,5.371515
0.870000,5.372223
0.880000,5.374328
0.890000,5.377803
0.900000,5.382528
0.910000,5.388379
0.920000,5.395232
0.930000,5.402963
0.940000,5.411427
0.950000,5.420466
0.960000,5.429917
0.970000,5.439619
0.980000,5.449409
0.990000,5.459069
1.000000,5.468330
1.010000,5.476920
1.020000,5.484566
1.030000,5.491006
1.040000,5.496213
1.050000,5.500397
1.060000,5.503775
1.070000,5.506568
1.080000,5.508993
1.090000,5.511240
1.100000,5.513473
1.110000,5.515853
1.120000,5.518542
1.130000,5.521695
1.140000,5.525311
1.150000,5.529230
1.160000,5.533287
1.170000,5.537317
