0,0
0.109,1.872
0.206,3.162
0.304,6.184
0.403,6.512
0.503,7.149
0.603,7.798
0.703,7.643
0.802,7.83
0.903,8.299
1.003,8.36
1.103,8.408
1.203,8.602
1.304,8.741
1.403,8.853
1.504,9.114
1.604,9.01
1.704,9.129
1.805,9.182
1.905,9.088
2.005,9.167
2.105,9.195
2.205,9.194
2.305,9.185
2.405,9.185
2.505,9.224
2.605,9.3
2.706,9.301
2.806,9.289
2.906,9.303
3.006,9.289
3.106,9.324
3.207,9.361
3.307,9.329
3.407,9.347
3.507,9.337
3.607,9.368
3.708,9.343
3.808,9.351
3.908,9.364
4.008,9.34
4.109,9.35
4.209,9.391
4.309,9.351
4.409,9.363
4.51,9.352
4.61,9.382
4.71,9.332
4.81,9.375
4.91,9.361
5.01,9.368
5.11,9.35
5.21,9.373
5.311,9.364
5.411,9.358
5.511,9.35
5.611,9.387
5.711,9.351
5.812,9.375
5.912,9.373
6.012,9.371
6.112,9.358
6.212,9.369
6.313,9.351
6.413,9.367
6.513,9.35
6.614,9.36
6.714,9.369
6.814,9.366
6.914,9.359
7.014,9.358
7.114,9.374
7.215,9.357
7.315,9.358
7.415,9.357
7.515,9.366
7.615,9.365
7.715,9.346
7.816,9.375
7.916,9.35
8.016,9.348
8.116,9.361
8.216,9.354
8.316,9.36
8.417,9.341
8.517,9.335
8.617,9.344
8.717,9.336
8.818,9.331
8.918,9.309
9.018,9.306
9.118,9.359
9.218,9.311
9.319,9.324
9.419,9.289
9.519,9.311
9.619,9.264
9.72,9.289
9.82,9.259
