0,0
0.118,2.093
0.213,3.414
0.315,5.749
0.418,6.204
0.52,6.726
0.624,7.308
0.726,7.119
0.829,7.38
0.933,7.621
1.036,7.568
1.139,7.877
1.243,8.001
1.346,8.034
1.449,8.117
1.552,8.105
1.656,8.124
1.759,8.181
1.862,8.135
1.966,8.177
2.069,8.209
2.173,8.209
2.276,8.217
2.38,8.234
2.483,8.209
2.587,8.218
2.69,8.215
2.793,8.231
2.896,8.233
3.001,8.236
3.104,8.249
3.207,8.24
3.311,8.235
3.415,8.247
3.518,8.257
3.621,8.243
3.725,8.23
3.828,8.242
3.931,8.239
4.034,8.255
4.138,8.231
4.242,8.251
4.345,8.246
4.448,8.25
4.552,8.257
4.655,8.243
4.759,8.268
4.862,8.245
4.965,8.255
5.069,8.261
5.172,8.257
5.276,8.258
5.379,8.246
5.483,8.26
5.586,8.238
5.689,8.257
5.793,8.238
5.897,8.247
6,8.257
6.103,8.263
6.207,8.245
6.31,8.256
6.414,8.256
6.517,8.252
6.62,8.25
6.724,8.26
6.827,8.257
6.931,8.255
7.034,8.264
7.138,8.26
7.241,8.253
7.344,8.245
7.448,8.256
7.551,8.256
7.655,8.238
7.758,8.246
7.862,8.233
7.965,8.239
8.069,8.242
8.172,8.229
8.276,8.225
8.379,8.224
8.482,8.216
8.586,8.218
8.689,8.204
8.793,8.226
8.896,8.22
8.999,8.202
9.103,8.197
9.206,8.182
9.31,8.174
9.413,8.176
9.517,8.187
9.62,8.157
9.724,8.151
9.827,8.157
