0,0
0.056,3.12
0.102,4.098
0.151,5.865
0.201,6.152
0.25,6.715
0.3,6.962
0.35,6.918
0.399,7.132
0.449,7.132
0.499,7.248
0.548,7.264
0.598,7.257
0.648,7.26
0.698,7.302
0.747,7.356
0.797,7.371
0.847,7.346
0.897,7.364
0.946,7.36
0.996,7.375
1.046,7.414
1.096,7.372
1.146,7.409
1.195,7.394
1.245,7.347
1.295,7.374
1.345,7.375
1.395,7.39
1.444,7.356
1.494,7.362
1.544,7.383
1.594,7.367
1.644,7.358
1.693,7.366
1.743,7.36
1.793,7.387
1.843,7.366
1.893,7.374
1.942,7.351
1.992,7.364
2.042,7.362
2.092,7.34
2.142,7.371
2.192,7.371
2.241,7.326
2.291,7.295
2.341,7.296
2.391,7.332
2.441,7.308
2.49,7.304
2.54,7.306
2.59,7.336
2.64,7.33
2.69,7.282
2.74,7.289
2.789,7.265
2.839,7.259
2.889,7.253
2.939,7.296
2.989,7.243
3.038,7.231
3.088,7.234
3.138,7.263
3.188,7.254
3.238,7.242
3.287,7.22
3.337,7.202
3.387,7.196
3.437,7.244
3.487,7.219
3.537,7.2
3.586,7.205
3.636,7.203
3.686,7.197
3.736,7.167
3.786,7.162
3.835,7.168
3.885,7.165
